old_url,new_url,clicks_91d,imps_91d,rule,confidence,note
https://www.z-printpro.com/products/folder-printing/rush-folder-printing-2hour-wong-kok-hk.html,https://zprintpro.com/zh-hk/category/books/,2,11,cat-fallback,med,→folder-printing类目
https://www.z-printpro.com/products/envelope-printing/company-envelope-printing-c6-c5-foil-logo-100pcs-hk.html,https://zprintpro.com/zh-hk/category/envelopes/,1,121,cat-fallback,med,→envelope-printing类目
https://www.z-printpro.com/products/packaging-box-printing/custom-packaging-box-printing-100pcs-3day-hk.html,https://zprintpro.com/zh-hk/category/packaging/,1,93,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/products/envelope-printing/school-envelope-printing-report-card-c5-bulk-hk.html,https://zprintpro.com/zh-hk/category/educational/,1,80,hand-map,med,校园信封→教育类目
https://www.z-printpro.com/products/enterprise-brochure-printing/product-catalog-printing-a4-48p-thick-pages.html,https://zprintpro.com/zh-hk/category/books/,1,52,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/packaging-box-printing/cosmetic-packaging-box-printing-magnetic-drawer-50pcs-silver-foil-hk.html,https://zprintpro.com/zh-hk/category/packaging/,1,51,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/news/brochure-knowledge/hk-business-card-price-guide_html.html,https://zprintpro.com/zh-hk/category/books/,1,47,news,med,news→brochure-knowledge主题页
https://www.z-printpro.com/products/label-sticker-printing/removable-glass-wall-sticker.html,https://zprintpro.com/zh-hk/category/stickers/,1,45,cat-fallback,med,→label-sticker-printing类目
https://www.z-printpro.com/products/large-format-printing/wedding-birthday-backdrop-printing-custom-design-hk.html,https://zprintpro.com/zh-hk/category/banners/,1,44,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/news/sticker-knowledge/,https://zprintpro.com/zh-hk/category/stickers/,1,32,news,med,news→sticker-knowledge主题页
https://www.z-printpro.com/products/envelope-printing/foil-uv-envelope-printing-300g-specialty-paper-hk.html,https://zprintpro.com/zh-hk/category/envelopes/,1,29,cat-fallback,med,→envelope-printing类目
https://www.z-printpro.com/products/large-format-printing/indoor-a0-a1-banner-printing-pp-paper-hk.html,https://zprintpro.com/zh-hk/category/banners/,1,22,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/news/brochure-knowledge/brochure-cover-burlap-paper.html,https://zprintpro.com/zh-hk/category/books/,1,20,news,med,news→brochure-knowledge主题页
https://www.z-printpro.com/products/enterprise-brochure-printing/artist-portfolio-a4-hardcover.html,https://zprintpro.com/zh-hk/category/books/,1,16,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/red-packet-wedding-invitation-printing/wedding-printing-kit-invitation-sign-place-card-thank-you.html,https://zprintpro.com/zh-hk/category/red-packets/,1,16,cat-fallback,med,→red-packet-wedding-invitation-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/nonprofit-brochure-a4-perfect-bound.html,https://zprintpro.com/zh-hk/category/books/,1,10,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/folder-printing/folder-printing-a4-laminated-100pcs-hk.html,https://zprintpro.com/zh-hk/category/books/,1,5,cat-fallback,med,→folder-printing类目
https://www.z-printpro.com/products/calendar-printing/budget-2026-wall-calendar-printing-100pcs-hk.html,https://zprintpro.com/zh-hk/category/calendars/,1,4,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/news/design-printing/,https://zprintpro.com/zh-hk/blog/,0,849,news,low,news→design-printing主题页
https://www.z-printpro.com/products/paper-bag-printing/stand-up-pouch-printing-food-grade-window-seal-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,350,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/news/design-printing/brochure-bleed-cmyk-color-guide.html,https://zprintpro.com/zh-hk/blog/,0,195,news,low,news→design-printing主题页
https://www.z-printpro.com/products/paper-bag-printing/non-woven-bag-printing-eco-double-sided-free-design-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,158,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/printing-guide.html,https://zprintpro.com/zh-hk/blog/,0,155,special,med,指南→博客
https://www.z-printpro.com/products/enterprise-brochure-printing/one-copy-brochure-printing-digital-binding.html,https://zprintpro.com/zh-hk/category/books/,0,92,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/a4-hardcover-catalog-printing-50pcs.html,https://zprintpro.com/zh-hk/category/books/,0,84,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/packaging-box-printing/corrugated-box-printing-food-grade-200pcs-export-hk.html,https://zprintpro.com/zh-hk/category/packaging/,0,79,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/products/label-sticker-printing/custom-die-cut-sticker-birthday-wedding.html,https://zprintpro.com/zh-hk/category/stickers/,0,43,cat-fallback,med,→label-sticker-printing类目
https://www.z-printpro.com/products/folder-printing/school-homework-bag-printing-transparent-pvc-hk.html,https://zprintpro.com/zh-hk/category/educational/,0,36,hand-map,med,校园→教育类目
https://www.z-printpro.com/products/envelope-printing/professional-envelope-law-accounting-letterhead-confidential-hk.html,https://zprintpro.com/zh-hk/category/envelopes/,0,35,cat-fallback,med,→envelope-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/ipo-annual-report-printing-a4-sewn-binding-with-box.html,https://zprintpro.com/zh-hk/category/books/,0,34,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/business-card-printing/corporate-name-card-printing.html,,0,34,bc-decision,DECIDE,"⚠️名片禁区: 301→flyers 或 410, 待 user 拍板"
https://www.z-printpro.com/products/flyer-printing/restaurant-coupon-flyer-tear-off-a5.html,https://zprintpro.com/zh-hk/product/a5-flyers/,0,33,hand-map,med,餐饮单张→A5 SKU
https://www.z-printpro.com/products/envelope-printing/wedding-envelope-printing-c6-foil-ribbon-hole-hk.html,https://zprintpro.com/zh-hk/category/envelopes/,0,32,cat-fallback,med,→envelope-printing类目
https://www.z-printpro.com/products/large-format-printing/backlit-lightbox-banner-printing-translucent-hk.html,https://zprintpro.com/zh-hk/category/banners/,0,32,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/corporate-brochure-printing-a4-24p.html,https://zprintpro.com/zh-hk/category/books/,0,28,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/beauty-wellness-brochure-a4-pearl-card-uv.html,https://zprintpro.com/zh-hk/category/books/,0,26,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/waterproof-menu-printing-a4.html,https://zprintpro.com/zh-hk/category/books/,0,24,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/large-format-printing/exhibition-backdrop-printing-lightweight-installation-hk.html,https://zprintpro.com/zh-hk/category/banners/,0,24,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/products/label-sticker-printing/clear-transparent-sticker-etsy-shopee.html,https://zprintpro.com/zh-hk/category/stickers/,0,21,cat-fallback,med,→label-sticker-printing类目
https://www.z-printpro.com/products/flyer-printing/property-flyer-a4-waterproof-200pcs-same-day.html,https://zprintpro.com/zh-hk/product/a4-flyers/,0,18,hand-map,med,地产单张→A4 SKU
https://www.z-printpro.com/news/design-printing/how-to-check-font-issues-printing.html,https://zprintpro.com/zh-hk/blog/,0,18,news,low,news→design-printing主题页
https://www.z-printpro.com/products/business-card-printing/designer-name-card-printing.html,,0,17,bc-decision,DECIDE,"⚠️名片禁区: 301→flyers 或 410, 待 user 拍板"
https://www.z-printpro.com/products/flyer-printing/flyer-printing-free-design-a5-a4-100pcs.html,https://zprintpro.com/zh-hk/product/a4-flyers/,0,14,hand-map,med,A4单张→对应SKU
https://www.z-printpro.com/products/flyer-printing/wedding-invitation-flyer-foil-die-cut-a5.html,https://zprintpro.com/zh-hk/category/flyers/,0,14,cat-fallback,med,→flyer-printing类目
https://www.z-printpro.com/products/flyer-printing/multilingual-flyer-indonesian-filipino-english-a5.html,https://zprintpro.com/zh-hk/category/flyers/,0,14,cat-fallback,med,→flyer-printing类目
https://www.z-printpro.com/products/folder-printing/graduation-folder-printing-school-crest-name-hk.html,https://zprintpro.com/zh-hk/category/educational/,0,12,hand-map,med,毕业folder→教育类目
https://www.z-printpro.com/products/large-format-printing/custom-size-banner-printing-per-square-foot-hk.html,https://zprintpro.com/zh-hk/category/banners/,0,12,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/products/paper-bag-printing/wedding-paper-bag-foil-ribbon-hole-c6-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,11,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/products/paper-bag-printing/canvas-tote-bag-printing-12oz-washable-brand-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,11,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/news/design-printing/cmyk-vs-rgb-color-difference-guide.html,https://zprintpro.com/zh-hk/blog/,0,11,news,low,news→design-printing主题页
https://www.z-printpro.com/news/sticker-knowledge/waterproof-oilproof-sticker-kitchen.html,https://zprintpro.com/zh-hk/category/stickers/,0,10,news,med,news→sticker-knowledge主题页
https://www.z-printpro.com/products/enterprise-brochure-printing/wedding-album-a4-30-pages.html,https://zprintpro.com/zh-hk/category/books/,0,9,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/poster-printing/restaurant-poster-printing-menu-promo-waterproof-hk.html,https://zprintpro.com/zh-hk/category/posters/,0,9,cat-fallback,med,→poster-printing类目
https://www.z-printpro.com/help-center.html,https://zprintpro.com/zh-hk/help-center/,0,8,special,high,帮助中心
https://www.z-printpro.com/products/paper-bag-printing/file-folder-printing-a4-letterhead-confidential-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,8,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/news/packaging-box-knowledge/eco-packaging-fsc-pla-materials.html,https://zprintpro.com/zh-hk/category/packaging/,0,7,news,med,news→packaging-box-knowledge主题页
https://www.z-printpro.com/products/folder-printing/company-profile-folder-printing-foil-matte-hk.html,https://zprintpro.com/zh-hk/category/books/,0,6,cat-fallback,med,→folder-printing类目
https://www.z-printpro.com/products/envelope-printing/variable-data-envelope-printing-excel-bulk-hk.html,https://zprintpro.com/zh-hk/category/envelopes/,0,6,cat-fallback,med,→envelope-printing类目
https://www.z-printpro.com/products/large-format-printing/outdoor-construction-fence-banner-uv-resistant-hk.html,https://zprintpro.com/zh-hk/category/banners/,0,6,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/news/brochure-knowledge/,https://zprintpro.com/zh-hk/category/books/,0,5,news,med,news→brochure-knowledge主题页
https://www.z-printpro.com/products/digital-printing/personalized-printing-excel-merge-name-card-envelope-100pcs-hk.html,https://zprintpro.com/zh-hk/category/educational/,0,5,cat-fallback,med,→digital-printing类目
https://www.z-printpro.com/products/red-packet-wedding-invitation-printing/corporate-red-envelope-printing-foil-logo-new-year.html,https://zprintpro.com/zh-hk/category/red-packets/,0,3,cat-fallback,med,→red-packet-wedding-invitation-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/multilingual-corporate-brochure-a4.html,https://zprintpro.com/zh-hk/category/books/,0,2,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/red-packet-wedding-invitation-printing/holiday-greeting-card-printing-christmas-lunar-new-year.html,https://zprintpro.com/zh-hk/category/red-packets/,0,2,cat-fallback,med,→red-packet-wedding-invitation-printing类目
https://www.z-printpro.com/products/calendar-printing/2026-a5-desktop-calendar-printing-gold-foil-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,2,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/products/calendar-printing/rush-2026-calendar-printing-2hour-wong-kok-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,2,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/products/digital-printing/ecommerce-printing-shipping-label-invoice-csv-hk.html,https://zprintpro.com/zh-hk/category/educational/,0,2,cat-fallback,med,→digital-printing类目
https://www.z-printpro.com/products/folder-printing/conference-folder-printing-uv-special-paper-hk.html,https://zprintpro.com/zh-hk/category/books/,0,2,cat-fallback,med,→folder-printing类目
https://www.z-printpro.com/products/enterprise-brochure-printing/property-project-brochure-a4-plus-hardcover.html,https://zprintpro.com/zh-hk/category/books/,0,1,cat-fallback,med,→enterprise-brochure-printing类目
https://www.z-printpro.com/products/calendar-printing/2026-corporate-wall-calendar-printing-gold-foil-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,1,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/products/business-card-printing/personal-name-card-printing.html,,0,1,bc-decision,DECIDE,"⚠️名片禁区: 301→flyers 或 410, 待 user 拍板"
https://www.z-printpro.com/products/calendar-printing/bulk-2026-wall-calendar-printing-500pcs-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,1,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/products/calendar-printing/personalized-photo-calendar-2026-a4-hardcover-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,1,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/news/brochure-knowledge/urgent-brochure-printing-tonight.html,https://zprintpro.com/zh-hk/category/books/,0,1,news,med,news→brochure-knowledge主题页
https://www.z-printpro.com/news/faq-printing/packaging-cost-control-material-batch-strategy.html,https://zprintpro.com/zh-hk/faq/,0,1,news,low,news→faq-printing主题页
https://www.z-printpro.com/news/packaging-box-knowledge/,https://zprintpro.com/zh-hk/category/packaging/,0,0,news,med,news→packaging-box-knowledge主题页
https://www.z-printpro.com/news/printing-techniques/,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→printing-techniques主题页
https://www.z-printpro.com/news/faq-printing/,https://zprintpro.com/zh-hk/faq/,0,0,news,low,news→faq-printing主题页
https://www.z-printpro.com/products/flyer-printing/community-notice-flyer-large-font-a4.html,https://zprintpro.com/zh-hk/category/flyers/,0,0,cat-fallback,med,→flyer-printing类目
https://www.z-printpro.com/products/packaging-box-printing/gift-box-printing-foil-uv-50pcs-free-sample-hk.html,https://zprintpro.com/zh-hk/category/packaging/,0,0,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/products/packaging-box-printing/mid-autumn-gift-box-printing-foil-window-100pcs-free-layout-hk.html,https://zprintpro.com/zh-hk/category/packaging/,0,0,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/products/packaging-box-printing/wedding-favor-box-printing-ribbon-window-30pcs-free-sample-hk.html,https://zprintpro.com/zh-hk/category/packaging/,0,0,cat-fallback,med,→packaging-box-printing类目
https://www.z-printpro.com/products/digital-printing/same-day-printing-a4-a3-book-poster-door-delivery-hk.html,https://zprintpro.com/zh-hk/services/rush-printing-delivery/,0,0,hand-map,med,即日→急送服务页
https://www.z-printpro.com/products/poster-printing/event-poster-printing-roll-up-vinyl-free-design-hk.html,https://zprintpro.com/zh-hk/category/posters/,0,0,cat-fallback,med,→poster-printing类目
https://www.z-printpro.com/products/paper-bag-printing/paper-bag-printing-foil-handle-wedding-retail-hk.html,https://zprintpro.com/zh-hk/category/paper-bags/,0,0,cat-fallback,med,→paper-bag-printing类目
https://www.z-printpro.com/products/large-format-printing/shop-opening-banner-floor-sticker-package-hk.html,https://zprintpro.com/zh-hk/category/banners/,0,0,cat-fallback,med,→large-format-printing类目
https://www.z-printpro.com/products/red-packet-wedding-invitation-printing/red-envelope-printing-with-your-design-ai-psd-mongkok.html,https://zprintpro.com/zh-hk/category/red-packets/,0,0,cat-fallback,med,→red-packet-wedding-invitation-printing类目
https://www.z-printpro.com/products/red-packet-wedding-invitation-printing/school-red-envelope-printing-recycled-paper-class-order.html,https://zprintpro.com/zh-hk/category/educational/,0,0,hand-map,med,校园利是封→教育类目
https://www.z-printpro.com/products/calendar-printing/festive-2026-holiday-calendar-printing-christmas-new-year-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,0,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/products/calendar-printing/eco-friendly-2026-calendar-printing-fsc-recycled-paper-hk.html,https://zprintpro.com/zh-hk/category/calendars/,0,0,cat-fallback,med,→calendar-printing类目
https://www.z-printpro.com/news/printing-techniques/digital-vs-offset-printing-guide.html,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→printing-techniques主题页
https://www.z-printpro.com/news/sticker-knowledge/adhesive-sticker-glue-types-guide.html,https://zprintpro.com/zh-hk/category/stickers/,0,0,news,med,news→sticker-knowledge主题页
https://www.z-printpro.com/news/packaging-box-knowledge/packaging-box-compression-test.html,https://zprintpro.com/zh-hk/category/packaging/,0,0,news,med,news→packaging-box-knowledge主题页
https://www.z-printpro.com/news/design-printing/packaging-box-3d-proofing-structure-test.html,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→design-printing主题页
https://www.z-printpro.com/news/printing-techniques/uv-printing-waterproof-durable-packaging.html,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→printing-techniques主题页
https://www.z-printpro.com/news/printing-techniques/cmyk-vs-spot-color-printing-guide.html,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→printing-techniques主题页
https://www.z-printpro.com/news/faq-printing/three-key-factors-affecting-print-quality.html,https://zprintpro.com/zh-hk/faq/,0,0,news,low,news→faq-printing主题页
https://www.z-printpro.com/news/design-printing/how-to-choose-printing-paper-guide.html,https://zprintpro.com/zh-hk/blog/,0,0,news,low,news→design-printing主题页
